"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 11:01:33 SAST 2025","Wed Mar 05 11:01:50 SAST 2025","16808","","CreateProfile","","User Create a profile on the Protractor practice website","","User Create a profile on the Protractor practice website",""
